항목,클러스터번호,질문
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시니?
방임,4,운동회나 참관수업 같은 학교 행사에 누가 오는 편이야?
방임,4,어른들이 학교에 참석해야 하는 행사에 잘 오시는 것 같아?
방임,4,"어른들이 학부모 상담이나 참관 수업 같은, 참여해야 하는 학교 행사에 잘 오시나요?"
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,부모님이 운동회나 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 참여해야 하는 학교 행사가 있을 때 어른들이 잘 오셔?
방임,4,어른들이 운동회나 학예회 같은 학교 행사에 잘 오시는 편인가요?
방임,4,"어른들이 운동회나 참관수업, 학부모 상담에 잘 오셔?"
방임,4,할머니가 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,부모님이 학교 행사에는 다 오시나요?
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요? 안 오신 적은 없나요?
방임,4,엄마가 참관 수업이나 학교행사에 온 적이 있나요?
방임,4,"부모님이 운동회나 참관 수업, 학부모 상담에 잘 오셔?"
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 자주 오세요?
방임,4,부모님이 학교행사에 잘 참여하시나요?
방임,4,"어른들이 운동회나 참관수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,"부모님이 운동회, 참관수업, 상담 등 학교 행사에 잘 오시나요?"
방임,4,어른들이 학교에 참석해야 하는 행사에 잘 오셔?
방임,4,"엄마가 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,어른들이 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,운동회나 수업참관 같은 학교행사에 잘 오시는 편이야?
방임,4,"어른들이 운동회, 공개 수업, 학부모 상담 같은 학교 행사에 잘 오시나요?"
방임,4,어른들이 학교에 참석해야 하는 행사에 잘 오시나요?
방임,4,어른들이 학교에 참석해야 하는 행사에 잘 오는 것 같아?
방임,4,어른들이 참여해야 하는 학교행사가 있을 때 잘 오시나요?
방임,4,"아빠가 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,부모님이 학교 행사에는 잘 오셔?
방임,4,엄마가 운동회나 참관수업 같은 학교 행사에는 잘 오시나요?
방임,4,운동회나 공개수업 같은 학교 행사가 있으면 잘 오시는 편이에요?
방임,4,"운동회나 참관 수업 또는 학부모 상담 같은 학교 행사가 있으면 
어른들이 잘 오는 편이야?"
방임,4,할머니가 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,아버지가 운동회나 참관 수업 같은 학교에 오는 행사에 오셔?
방임,4,어른들이 운동회나 참관수업 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 운동회나 학교 행사에 잘 오시나요?
방임,4,어른들이 학교에 참여해야 하는 행사에 잘 오세요?
방임,4,어른들이 오셔야 하는 학교행사가 있을 때 잘 오셔?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담에 잘 오세요?"
방임,4,운동회나 참관수업 같은 거 있을 때 엄마나 아빠가 학교에 잘 오세요?
방임,4,"엄마나 아빠가 참관 수업, 학예회, 운동회 등에 자주 참석하시나요?"
방임,4,"아버지가 운동회나 참관수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,어른들은 학교 행사에 잘 오시는 편이야?
방임,4,부모님이 운동회나 참관 수업 같은 학교 행사에 잘 오시는 편이야?
방임,4,아버지가 학교에 오는 행사에 오셔?
방임,4,어른들이 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오시는 편이야?
방임,4,선생님께서 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 행사에 잘 오시나요?
방임,4,부모님이 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 운동회 같은 학교 행사에 잘 오시나요?
방임,4,부모님이 참관 수업이나 행사에 잘 오시나요?
방임,4,운동회나 참관 수업 같은 학교 행사에 잘 오시는 편이야?
방임,4,"시설 선생님이 운동회나 참관수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 잘 오나요?
방임,4,"어른들이 운동회, 참관 수업, 학부모 상담 같은 학교 행사에 잘 오시나요? 열 번이라고 하면 몇 번 정도 오시는 거 같아요?"
방임,4,"아빠가 운동회나 참관수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,가족들이 운동회 같은 학교 행사에 잘 오시나요?
방임,4,운동회나 수업 참관 같은 학교 행사에 잘 오시는 편이야?
방임,4,어른들이 운동회나 참관 수업 같은 학교행사에 잘 오셔?
방임,4,어른들이 운동회나 참관수업 같은 학교행사에 잘 오셔?
방임,4,어른들이 운동회나 참관 수업에 잘 오셔?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담에 잘 오시나요?"
방임,4,운동회나 참관수업에 부모님이 잘 오시니?
방임,4,어머니가 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,어른들이 와야 하는 학교 행사가 있을 때 잘 오실까?
방임,4,어른들이 운동회나 참관 수업같은 학교 행사에 잘 오시나요?
방임,4,부모님이 학교 행사에 잘 오시나요?
방임,4,행사마다 다 오시나요?
방임,4,부모님이 참관 수업이나 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,어른들이 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오시나요?
방임,4,삼촌이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,아빠가 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 참여해야 하는 학교행사가 있을 때 부모님이나 어른들이 잘 오셔?
방임,4,어른들이 오셔야 하는 학교 행사가 있을 때 잘 오셔?
방임,4,"어른들이 운동회, 참관수업, 상담 등 학교 행사에 잘 오시나요?"
방임,4,운동회나 참관수업에 부모님 잘 오셔?
방임,4,아빠가 운동회나 참관수업 같은 학교 행사에 자주 오시나요?
방임,4,어른들이 운동회나 참관수업이나 아니면 학부모 상담 같은 학교 행사에 잘 오세요?
방임,4,어른들이 학부모 상담 같은 학교 행사에 자주 오셔?
방임,4,"부모님이 운동회나 참관수업, 학부모 상담에 잘 오시나요?"
방임,4,엄마 아빠가 학교 행사에 잘 오는 편이야?
방임,4,어른들은 학교에 참석해야 하는 행사에 잘 오셔?
방임,4,어른들이 참여해야하는 학교 행사에 잘 오시나요?
방임,4,"부모님 및 할아버지가 운동회, 참관수업 등 학교 행사에 오시나요?"
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 자주 오시는 편이에요?
방임,4,어른들이 와야 하는 핵교+ 학교행사가 있을 때 부모님이 오시나요?
방임,4,부모님이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,부모님이 운동회나 참관 수업 같은 학교에 오는 행사에 오셔?
방임,4,어른들이 학교 행사에는 잘 오셔?
방임,4,"어른들이 운동회나 참관수업, 학부모 상담에 잘 오세요?"
방임,4,어른들이 운동회나 학부모 상담 같은 학교 행사에는 잘 오세요?
방임,4,어른들이 학교에 참석해야 하는 행사에 잘 오시니?
방임,4,어른들이 참여해야 하는 학교 행사에는 잘 오시나요?
방임,4,선생님이 운동회 같은 학교 행사에 잘 오시나요?
방임,4,"부모님이 운동회나 학부모 상담, 행사에 잘 참여하시나요?"
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담 같은 학교 행사에 잘 오셨어?"
방임,4,어른들이 운동회 같은 행사에 잘 와?
방임,4,아빠가 운동회나 학부모 상담 같은 학교 행사에 잘 오세요?
방임,4,"어른들이 학부모 상담 같은, 참여해야 하는 학교 행사에 잘 오시나요?"
방임,4,아빠가 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요? 안 오신 적은 없나요?
방임,4,지금까지 있었던 행사들 중에 어른이 참석한 행사는 얼마나 되는 것 같아요?
방임,4,부모님이 운동회나 참관수업 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 참여해야 하는 학교 행사에 잘 오세요?
방임,4,보호자들이 운동회나 참관 수업 같은 학교에 오는 행사에 오셔?
방임,4,아빠가 운동회나 부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 학교에 오셔야 하는 행사에는 잘 오셔?
방임,4,어머니가 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,"어른들이 운동회나 창간 수업, 또 학부모 상담 같은 학교 행사에 잘 오시니?"
방임,4,"부모님이 운동회나 참관수업, 상담 등에 잘 오시나요?"
방임,4,어른들이 운동회나 참관 수업 또는 뭐 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,"시설 선생님이 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,"할머니가 운동회, 참관 수업, 학부모 상담 같은 학교 행사에 잘 오시나요? 열 번이라고 하면 몇 번 정도 오시는 거 같아요?"
방임,4,어머니가 운동회나 참관 수업 같은 학교에 오는 행사에 오셔?
방임,4,어른들이 학교 행사에 잘 오시는 편인가요?
방임,4,"부모님이 운동회, 참관 수업, 상담 등 학교 행사에 잘 오시나요?"
방임,4,부모님이 운동회나 수업 참관 같은 학교행사에 잘 오시는 편인가요?
방임,4,어른들이 학부모 상담 같은 학교 행사에 자주 오시나요?
방임,4,어른들이 운동회나 참관수업 같은 행사에 잘 오셔?
방임,4,엄마가 운동회 같은 학교 행사에 잘 오시나요?
방임,4,"어른들이 학부모 상담, 운동회 같은 학교 행사에 잘 오시나요?"
방임,4,어른들이 운동회나 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,운동회나 참관수업 같은 학교 행사에 부모님이 잘 오시나요?
방임,4,부모님이 학교에 참석해야 하는 행사에 자주 오세요?
방임,4,할아버지가 참관 수업이나 운동회 같은 학교 행사에는 잘 오셔?
방임,4,"어른들이 학부모 상담이나 학예회 같은, 참여해야 하는 학교 행사에 잘 오시나요?"
방임,4,어른들이 학부모 상담 같은 학교 행사에 잘 오시나요? 안 오신 적은 없나요?
방임,4,어른들이 운동회나 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,학교에 참석해야 하는 행사에 어른들이 잘 오세요?
방임,4,어른들이 와야 하는 학교행사가 있을 때 잘 오실까?
방임,4,학부모 상담 같은 학교 행사에는 부모님이 잘 오셔?
방임,4,"평소 어른들이 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,엄마가 학교 행사에 잘 참여하시는 편이에요?
방임,4,할머니 할아버지가 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,학교행사 같은 곳에 부모님이 잘 오시는 편이야?
방임,4,어른들이 와야 하는 학교 봉사가 있을 때 부모님이 오시나요?
방임,4,부모님이 운동회나 참관수업처럼 학교 행사에 잘 와?
방임,4,부모님이 학교 행사에는 잘 오세요?
방임,4,어른들이 운동회나 참관수업 같은 학교 행사에 자주 오세요?
방임,4,"어른들이 운동회나 참관수업, 학부모 상담 같은 학교 행사에 잘 오셔?"
방임,4,부모님이나 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,어른들이 학부모 상담이나 학예회와 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,엄마가 학교 행사에 잘 참여하시나요?
방임,4,부모님이 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,어머니가 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,부모님이 예전에 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셨어?
방임,4,부모님이 학교 행사에는 잘 오시는 편이야?
방임,4,어른들이 운동회나 학예회 같은 학+ 학교 행사에 잘 오시는 편인가요?
방임,4,"선생님이 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,어른들이 운동회나 참관수업같은 학교 행사에 많이 와?
방임,4,학교행사 같은 곳에 누가 주로 오셔? 오시면 다섯 번 중에 몇 번 정도 오시는 것 같아?
방임,4,어른들이 오셔야 하는 학교행사가 있을 때 잘 오시나요?
방임,4,어른들이 운동회나 참관수업 또 학부모 상담 같은 학교 행사에 잘 오시니?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오셔?"
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 잘 참여하시나요?
방임,4,부모님이나 주변 어른이 학부모 상담이나 참관 수업 같은 학교 행사에 오시나요?
방임,4,아빠가 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,아빠가 운동회나 참관수업 같은 학교 행사에 잘 오시나요?
방임,4,아버지가 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 학교 행사에 잘 와?
방임,4,"어른들이 학부모 상담이나 학예회 같은, 참여해야 하는 학교 행사에 잘 오셔?"
방임,4,운동회나 참관수업 같은 학교 행사에 어른들이 잘 오는 편이야?
방임,4,어른들이 운동회나 참관수업 같은 학교 행사에 자주 와?
방임,4,부모님이나 보모 선생님이 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,어른들이 운동회 같은 행사에 잘 오시니?
방임,4,어른들이 운동회나 참관 수업에 잘 오는 편이야?
방임,4,부모님이 운동회나 참관 수업 같은 학교 행사에 잘 오세요?
방임,4,어른들이 참여해야 하는 학교행사가 있을 때 어른들이 잘 오시나요?
방임,4,어른들이 학교 행사나 학부모 상담 같은 이유로 학교 잘 오셔?
방임,4,부모님이 운동회나 학예회 같은 학교 행사에 잘 오시나요?
방임,4,아버지가 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,선생님이 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 학교에 참석해야 하는 행사에 잘 오시는 편이야?
방임,4,아버지가 운동회나 참관 수업같은 학교에 오는 행사에 잘 오셔?
방임,4,어른들이 학부모 상담 같은 학교 행사에 자주 오셔요?
방임,4,조부모님이 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,"어른들이 운동회, 참관수업, 상담 등 학교 행사에 잘 오시는 것 같아?"
방임,4,운동회나 수업 참관 같은  학교 행사에 잘 오시는 편이야?
방임,4,부모님이 운동회 같은 학교 행사에 잘 참여하시나요?
방임,4,엄마가 운동회나 그런 거로 학교에 잘 가는 편이에요?
방임,4,부모님이 운동회나 참관 수업 같은 학교 행사에 잘 오셔?
방임,4,부모님이 운동회나 참관 수업 같은 학교 행사에 잘 오시는 편이에요?
방임,4,학교에서 부모님이 참관하셔야 하는 행사에 잘 오세요?
방임,4,어른들이 운동회나 참관수업같은 학교 행사에 자주 오셔?
방임,4,어른들이 운동회나 참관 수업 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,"할머니가 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,"어른들이 학부모 상담이나 참관 수업 같은, 참여해야 하는 학교 행사에 잘 오셔?"
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교행사에 잘 오시니?
방임,4,운동회나 참관 수업 또는 학부모 상담 같은 학교 행사가 있으면 어른들이 잘 오는 편인가요?
방임,4,어른들이 운동회나 학부모 상담이나 수업 참관 이런 학교 행사 잘 오셔?
방임,4,어른들이 학부모 상담이나 참관수업 같은 학교 행사에 자주 오시나요?
방임,4,학교에 참석해야 하는 행사에 어른들이 잘 오시나요?
방임,4,"할머니, 할아버지께서 운동회나 참관 수업 같은 학교 행사에 잘 오시나요?"
방임,4,어른들이 학부모 상담이나 학예회 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 참여해야하는 학교 행사가 있을 때 어른들이 잘 오셔?
방임,4,어머니가 운동회나 참관 수업같은 학교에 오는 행사에 잘 오셔?
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 잘 오시는 편이야?
방임,4,어른들이 학교행사에 잘 오셔?
방임,4,어른들이 학교에 참석해야 하는 행사 잘 오세요?
방임,4,부모님이 운동회나 참관 수업 같은 학교에 오는 행사에 오시나요?
방임,4,부모님이 학교 행사에 자주 참여하시는 편이에요?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담 같은 학교에 오는 행사에 잘 오시는 편이야?"
방임,4,어른들이 학교에서 행사나 상담 때문에 학교에 방문하라고 하시면 오시니?
방임,4,운동회 같은 학교 행사에 어른들이 잘 오는 편이야?
방임,4,"어른들이 참관 수업 같은, 참여해야 하는 학교 행사에 잘 오시나요?"
방임,4,엄마가 학교 운동회나 참관 수업에는 잘 오시나요?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담에 잘 오셔?"
방임,4,어른들이 오셔야 하는 학교행사가 있을 때는 잘 오세요?
방임,4,학교행사가 있을 때 부모님이 오시나요?
방임,4,운동회나 수업 참관 같은 학교행사에 부모님이 잘 오시는 편이야?
방임,4,운동회나 수업 참관 같은 학교행사에 잘 오시는 편인가요?
방임,4,"할머니나 어른들이 운동회나 참관수업, 학부모 상담에 잘 오시나요?"
방임,4,어른들이 학부모 상담이나 운동회+ 운동회 같은 학교 행사에 잘 오시나요?
방임,4,운동회나 참관수업 같은 학교 행사에 어른들이 자주 오셔?
방임,4,운동회나 참관 수업 같은 학교 행사에 어른들이 잘 오시나요?
방임,4,어른들이 참여해야 하는 학교 행사에 잘 오시는 것 같아?
방임,4,어른들이 와야 하는 행사가 있을 때 부모님이 오시나요?
방임,4,엄마 아빠가 운동회 같은 행사에 잘 오는 편이야?
방임,4,어른들이 참관 수업이나 운동회 같은 학교 행사에도 안 오겠네요?
방임,4,어른들이 학부모 상담 같은 학교 행사에 잘 오나요?
방임,4,어른들이 학교행사나 학부모 상담 같은 이유로 잘 오셔?
방임,4,아버지가 운동회나 참관 수업 같은 학교 행사에 온 적 있어?
방임,4,어른들이 학교 행사에 자주 오셔?
방임,4,운동회나 참관 수업같은 학교 행사에 부모님이 잘 오시나요?
방임,4,어른들은 학교행사에 잘 참여하셨나요?
방임,4,"어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요, 안 오신 적은 없나요?"
방임,4,어른들이 운동회나 참관수업 또는 학부모 상담 같은 학교 행사에 잘 오셔?
방임,4,시설 선생님이 예전에 운동회나 참관 수업 같은 학교에 오는 행사에 오셔?
방임,4,운동회나 참관 수업 또는 학부모 상담 같은 학교 행사가 있으면 오시니?
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오세요?
방임,4,어른들이 학부모 상담 같은 참여 해야 하는 학교 행사에 잘 오시나요?
방임,4,"부모님이 학교 운동회나 참관수업, 학부모 상담 같은 일에 잘 오시나요?"
방임,4,아빠가 학교 행사에는 잘 오셔?
방임,4,부모님이 운동회나 학부모 상담 같은 행사에 잘 오세요?
방임,4,운동회나 참관 수업 또는 학부모 상담 같은 학교 행사 있으면 어른들이 잘 오는 편이야?
방임,4,운동회나 참관 수업 같은 행사에 어른들이 잘 와?
방임,4,"부모님이 운동회, 참관수업, 상담 같은 학교 행사에 잘 오셔?"
방임,4,"삼촌이 학교 운동회나 참관수업, 학부모 상담 같은 일에 잘 오시나요?"
방임,4,어른들이 운동회나 참관수업 같은 참여 프로그램에 잘 오셔?
방임,4,운동회나 참관 수업 등 학교 행사에 어른들이 잘 오시나요?
방임,4,주변 어른들이 운동회나 학예회 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 학교 행사에 잘 오셔?
방임,4,운동회나 참관 수업에 참여하는 어른이 있어?
방임,4,할머니가 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 와야 하는 학교 행사가 있을 때 잘 오셔?
방임,4,운동회나 수업 참관 같은 학교행사에 누가 오는 편이야?
방임,4,학교에 어른들이 참석해야 하는 행사에 잘 오세요?
방임,4,어른들이 운동회나 참관 수업 등 학교 행사에 잘 오셨어?
방임,4,"만약에 학교행사가 열 번이면, 그중에 몇 번 정도 오셨던 것 같아요?"
방임,4,운동회나 수업 참관 같은 학교행사에 아빠가 잘 오시는 편이야?
방임,4,어른들이 운동회나 학교 행사에 잘 참여하시나요?
방임,4,부모님이나 센터 선생님들이 학교에 참석해야 하는 행사에 자주 오세요?
방임,4,혹시 부모님이 운동회나 참관수업 같은 학교 행사에는 잘 오시는 편이에요?
방임,4,아버지가 운동회나 참관 수업 같은 행사에는 오셔요?
방임,4,선생님들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,부모님이 운동회 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 학교에 참여해야 하는 행사 잘 오세요?
방임,4,어른들이 참관 수업이나 운동회 같은 곳에 와?
방임,4,아빠가 운동회나 참관 수업에 잘 오셔?
방임,5,다섯 번 중에 몇 번 정도 오시는 것 같아?
방임,5,최근 다섯 번 중에 몇 번을 안 오신 건가요?
방임,5,다섯 번 중에 몇 번이나 오는 것 같아요?
방임,5,"최근 다섯 번이 있다면 얼마나 안 오는지, 친구가 이야기해 줄 수 있을까?"
방임,5,최근 다섯 번 중에 몇 번 정도 오셨나요?
방임,5,최근 다섯 번 중에 몇 번 오셨어?
방임,5,다섯 번 중에 몇 번 정도 오시는 것 같아요?
방임,5,최근 다섯 번 중에 얼마나 안 왔어요? 어떤 기분이 들어요?
방임,5,최근 다섯 번 중에 어느 정도 안 왔는지 알려줄 수 있어?
방임,5,다섯 번 중 얼마나 온 적이 없는 거예요?
방임,5,다섯 번 다 오신다고 하면 이 중에 몇 번이나 오시는 것 같아?
방임,5,최근 다섯 번 중 몇 번을 오지 않은 건가요? 친구의 기분은 어때요?
방임,5,최근 다섯 번 중에 몇 번이나 오셨나요?
방임,5,최근 다섯 번 중에 몇 번 정도 오셨어?
방임,5,"그러면, 다섯 번 중 몇 번이나 참여하시는 거 같아요?"
방임,5,최근 다섯 번 중에 몇 번이나 오셨어?
방임,5,최근 다섯 번 중에 몇 번정도 못 갔어?
방임,5,최근 다섯번 중에 몇 번 정도 오셨는지 알아?
방임,5,최근 다섯 번 중에 얼마나 그런 일이 있었어?
방임,5,다섯번 중에 몇 번 정도 오시는 것 같아?
방임,5,최근 다섯 번 중 한 번도 안 오신 건가요? 그럴 때 친구 기분은 어때요?
방임,5,다섯 번 중에 몇 번 정도 오시나요?
방임,5,최근 다섯 번 중에 다 오신 적이 없는 거야?
방임,5,다섯 번 중의 몇 번 정도 오시는 것 같나요?
방임,5,최근 다섯 번 중에 안 온 횟수가 얼마인지 알려줄 수 있어?
방임,5,최근 다섯 번 중에 몇 번 정도 그랬어?
방임,5,최근 다섯 번 중에 몇 번이나 오신 것 같나요?
방임,5,최근 다섯 번 중에 몇 번 정도 오신 것 같아요?
방임,5,그런 경우가 최근 다섯 번 중의 몇 번 정도 있어?
방임,5,최근 다섯 번 중 몇 번을 안 오셨나요?
방임,6,배가 고픈데 집에 먹을 게 없어서 굶은 적 있어?
방임,6,먹을 게 없어서 배고픈 적 있어?
방임,6,배고픈데 먹을 게 없어서 굶은 적 있어요?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있나요?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있어?
방임,6,배가 고픈데 밥을 챙겨주지 않아서 굶은 적 있어?
방임,6,배가 고픈데 밥을 챙겨주지 않아서 굶은 적 있어요?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있나요? 왜 그랬나요?
방임,6,배가 고픈데 밥을 챙겨주지 않아서 굶은 적이 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있어요?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적 있어?
방임,6,배고픈데 밥이 없어서 굶은 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶어야 했던 경험 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있니?
방임,6,배고픈데 먹을 게 없어서 굶은 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적 있나요?
방임,6,"배가 고픈데, 먹을 게 없었던 적이 있었나요?"
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있을까?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적 있어요?
방임,6,배가 고픈데 집에 먹을 게 없어서 굶은 적이 있어?
방임,6,배고픈데 먹을 게 없어서 굶거나 그런 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 못 먹은 적은 있나요?
방임,6,친구가 배가 고픈데 먹을 게 없거나 밥을 안 챙겨줘서 굶은 적이 있나요?
방임,6,시설 보호자가 배가 고픈데 밥을 챙겨주지 않아서 굶은 적이 있어?
방임,6,배가 고픈 데 먹을 게 없어서 굶은 적이 있나요?
방임,6,배고픈데 먹을 게 없어서 굶은 적이 있나요?
방임,6,배가 고픈데 먹을 게 없어서 굶어야 했던 경험 있어요?
방임,6,"배가 고픈데, 먹을 게 없었던 적이 있나요?"
방임,6,혹시 배가 고픈데 먹을 게 없어서 굶은 적이 있나요?
방임,6,먹을 게 없어서 굶은 적이 있었나요?
방임,6,너무 배가 고파서 힘들면 뭘 먹어?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적이 있었어요?
방임,6,일주일에 몇 번 정도 굶나요?
방임,6,배가 고픈데 집에 먹을 게 없어서 굶은 적이 있나요?
방임,6,배가 고픈데 집에 먹을 게 없어서 굶은 적 있나요?
방임,6,배가 고픈데 집에 먹을 게 없어서 굶은 적이 있어요?
방임,6,친구가 배가 고픈데 먹을 게 없어서 굶은 적 있어요?
방임,6,어른들이 배고프다고 말했는데 밥을 안 주신 적이 있어?
방임,6,배고픈데 집에 먹을 게 없어서 굶은 적 있어?
방임,6,배고플 때 먹을 게 없어서 굶은 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 식사 시간을 건너뛴 적이 있나요?
방임,6,배가 고픈데 집에 먹을 게 없어서 굶은 적 있을까?
방임,6,배가 고픈데 밥을 챙겨주지 않아서 굶은 적이 있어요?
방임,6,배가 고픈데 먹을 게 없던 적이 있나요?
방임,6,선생님이 먹을 걸 주시지 않은 건가요? 아니면 다른 이유가 있었나요?
방임,6,"배가 고픈데, 먹을 게 없었던 적이 있었니?"
방임,6,배가 고픈 데 집에 먹을 게 없어서 굶은 적이 있나요?
방임,6,배가 고픈데 먹을 게 없어서 굶어야 했던 적이 있나요?
방임,6,우리 친구는 배가 고픈데 밥이 없어서 굶은 적이 있을까?
방임,6,배고픈데 먹을 게 없어서 굶어야 했던 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶어본 적 있어?
방임,6,배가 고픈데 굶은 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적 있니?
방임,6,배가 자주 고프다고 했죠? 배가 고픈데 먹을 게 없어서 굶은 적 있어요?
방임,6,배고픈데 집에 먹을 게 없어서 굶은 적이 있을까?
방임,6,왜 밥을 못 먹었어?
방임,6,배고픈데 먹을 게 없어서 못 먹은 적 있어?
방임,6,배고픈데 밥을 안 차려 줘서 굶은 적 있어?
방임,6,배가 고픈데 먹을 것이 없어서 굶은 적이 있나요?
방임,6,굶은 적이 자주 있나요?
방임,6,배가 고픈데 먹을게 없어서 굶은 적이 있을까?
방임,6,배가 고픈데 밥을 챙겨주지 않아서 굶은 적이 있나요?
방임,6,배가 고픈데 굶은 적이 있나요?
방임,6,배가 고픈데 먹을 게 없어서 굶어본 적 있나요? 있다면 왜 그랬나요?
방임,6,집에 먹을 게 없어서 배가 고픈데도 굶은 적 있어?
방임,6,배가 고픈데 먹을 게 없어서 굶은 적은 있어?
방임,6,"배가 고픈데, 먹을 게 없던 적이 있었나요?"
방임,6,배고픈데 먹을 게 없어서 굶거나 그런 적 있나요?
