"text","label"
"할머니가 때리는 이유를 말해주던가요?","0"
"소중한 부위에 상처가 나거나 다쳐서 병원에 간 적이 있나요?","0"
"학교나 학원 끝나고 집에 가면 항상 누가 있나요?","0"
"나의 신체 부위를 사진, 영상을 찍어 어디에 올리거나 보낸 적이 있나요? 아니면, 누가 그렇게 해달라고 한 적이 있나요?","0"
"내가 원하지 않는데도 누군가가 내 몸을 만지거나 보여달라고 한 적 있어요?","0"
"너는 그런 말은 들어본적이 없어 맞지?","1"
"다섯 번 중에 몇 번 정도 오시는 것 같아?","0"
"사람은 누구나 기분 나쁠 수 있잖아 그래서 너도 부모님이 너를 혼낼 때 별로 심각하게 생각하지 않지?","1"
"얼마나 자주 그런가요?","0"
"너가 잘못된 행동을 해서 그런 일을 겪은거 아니야?","1"
"부모님이 너를 때리면 넌 어떻게 해야한다고 생각하니? 솔직히 대답해봐","1"
"그런 일이 있어도 그냥 넘어가도 괜찮은거 아냐?","1"
"너가 잘못을 했으니까 그런 일을 경험하지","1"
"자신감이 없을 때, 부모님이 왜 그런 행동을 하는지 생각해봤니?","1"
"어디 아픈 곳이 있는데 어른들이 병원에 데려가지 않은 적이 있나요?","0"
"왜 그렇게 했어요?","0"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"어른이 하는 말은 꼭 따라야 하는거 아니냐?","1"
"부모님이 경제적으로 힘들다는 걸 너는 이해하고 있니?","1"
"부모님이 너를 때린 적 있을 때, 그게 네 마음에 어떤 영향을 줬다고 생각해?","1"
"누가 그랬어?","0"
"너가 잘못한게 있어서 그런일이 나타난건 아닌지 생각해봐","1"
"엄마 아빠가 돈이 없어서 필요한 걸 못 사준 적 있어?","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"누가 그랬어?","0"
"너가 잘못을 해서 어른들이 화를 내는건 매우 당연한거야","1"
"너의 잘못이 있으니까 가족이 화를 낸거 같은걸?","1"
"너가 집에서 잘 했으면 어른들이 학교 행사에 자주 오지 않았을까?","1"
"너무 예민하게 생각한 거 아닐까?","1"
"누가 그랬나요? 몇 살 정도 되어 보였나요?","0"
"집에서 주로 나를 돌봐주는 어른은 누구인가요?","0"
"너가 그 사람을 좋아해서 아무런 일도 없다고 하고 싶은거지?","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"지금 말하지 않으면 더 큰일이 날꺼야 빨리 말해","1"
"누가 너한테 원하지 않는 행동을 한 적이 있어? 아니면 네가 먼저 그런 행동을 한 적이 있어?","1"
"그 때 왜 어른에게 도움 요청을 안했어? 말해봐","1"
"어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?","0"
"얼마나 다쳤어?","0"
"부모님이 기대하는 걸 못했을 때 어떤 기분이 들었는지 설명할 수 있니?","1"
"부모님이 바빠서 너에게 신경 못쓰는건 자식인 너가 이해해야지","1"
"부모님이 그런 행동을 한 이유는 뭐라고 생각해?","1"
"얼마나 다쳤나요?","0"
"어떤 부분 때문에 친구의 기분이 안 좋아졌어?","0"
"어른들이 화내는 건 당연한 일이잖아?","1"
"일주일에 몇 번 정도 그런 일이 있어?","0"
"너의 행동 때문에 가족들이 너를 더 힘들게 만든거 아냐?","1"
"옷이나 신발 사이즈가 작은 걸 입거나 신고 다닌 적이 있나요?","0"
"왜 부모님이 그런 행동을 했다고 생각하니?","1"
"때리면 피하면 되는 거 아니었어?","1"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"주위 어른들 중 나를 때린 적이 있는 사람이 있나요?","0"
"너를 때린 어른의 이름 빨리 말해 매우 중요한 일이야","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"너가 잘못을 했으니 어른들이 때린거 아니야?","1"
"누가 장난친 걸로 그렇게까지 생각한 거 아니야?","1"
"학교나 학원 끝나고 집에 가면 항상 누가 있나요?","0"
"인터넷이나 휴대폰을 통해 성적인 목적으로 나의 신체 부위를 사진이나 영상을 찍어 누구에게 보내거나 올린 적이 있나요?","0"
"이런 일이 자주 있었어?","0"
"그 상황에서 어떤 감정이 들었는지 다양하게 말해볼래?","1"
"맞은 것 때문에 다치거나 병원에 가서 치료받은 적이 있나요?","0"
"누가 너를 때렸는지 생각해보고 솔직히 대답해","1"
"누가 그랬어?","0"
"얼마나 자주 그런가요?","0"
"다른 사람 앞에서 혼난 적 있어?","0"
"그런 일이 자주 있나요?","0"
"부모님이 혼내실 때 무서워서 너는 아무말도 안하고 있지?","1"
"그때 마음이 어떻게 변했는지 논리적으로 설명할 수 있어?","1"
"부모님이나 선생님 때문에 기분이 안 좋아진 적이 있나요?","0"
"소중한 부위에 상처가 나거나 다쳐서 병원에 간 적이 있나요?","0"
"넌 그런 건 별로 신경 안 쓰는 편이잖아?","1"
"어른들은 너에게 왜 그렇게 행동을 했을 것 같아?","1"
"그런 영상이나 사진을 찍은 적은 없지?","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"어른이 화를 낼까 무서워서 아무 말도 안한거아냐?","1"
"부모님이 너를 때린적은 없을 꺼야 맞지?","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"너는 항상 기분이 좋은 편이지?","1"
"어른들이 나를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나오게 한 적이 있나요?","0"
"너가 행동을 그렇게 하니까 그런일을 경험하지","1"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"너가 그 때 그렇게 행동을 하니까 어른들이 화를 냈다고 보여진다.","1"
"그런 일은 그냥 넘겨도 되는거 아냐?","1"
"그런 사진이나 동영상을 찍어서 보내주면 돈을 주겠다고 한 사람은 있어?","0"
"네가 분명 잘못한 일이 있을꺼야 그러니까 그런일이 생기지","1"
"너가 잘못한 일이 있으니까 그런일이 생겼겠지","1"
"다른 사람 앞에서 혼난 적 있어?","0"
"너가 말을 안들으니까 어른들이 그렇게 행동하는거 같은데","1"
"너는 그 사람이 무서워서 아무 말도 안했구나?","1"
"내가 싫다는 데도 계속해서 연락하거나 따라다니는 사람이 있나요?","0"
"휴대폰 너무 많이 쓸 때 어른들이 뭐라고 했는지 말해봐","1"
"한 달에 몇 번 정도 그런 일이 있어?","0"
"어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?","0"
"부모님이 행사에 못 오신 건 어쩔 수 없는 일이잖아?","1"
"어디를 어떻게 아프게 했어?","0"
"네 행동에 대해 누가 가장 많이 이야기하는 것 같아?","1"
"부모님이 네 마음을 무시하고 자기 마음대로 하려고 한 적 있어?","1"
"그 아저씨에게 어느 부위를 무엇으로 맞았어요?","0"
"집에서 밥을 잘 안 챙겨줘서 불편한 경험이 있어?","1"
"빨래가 되어 있지 않아서 더럽고 냄새나는 옷을 입어야 한 적이 있나요?","0"
"이런 일이 자주 있었어?","0"
"누가 널 만지라고 한거야 빨리 말해","1"
"저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있나요?","0"
"혼날 때 어른 말을 잘 들어야겠다고 생각한적 없어?","1"
"병원에 입원한 적도 있어?","0"
"누가 나의 소중한 부위를 만지거나 아프게 한 적이 있나요?","0"
"너가 그렇게 행동하지 않았으면 그런일이 생지 않았을꺼라고 생각돼","1"
"너가 잘못을 했으니 부모님이 널 돌보지 않는거 아닐까?","1"
"그런 사진이나 동영상을 찍어서 보내주면 돈을 주겠다고 한 사람은 있어?","0"
"다른 사람 앞에서 혼난 적 있어?","0"
"어른들이 너의 마음을 잘 이해해준다고 생각해?","1"
"어떻게 했어요?","0"
"할머니가 때리는 이유를 말해주던가요?","0"
"얼마나 자주 그런가요?","0"
"얼마나 다쳤어?","0"
"이런 일이 자주 있었어?","0"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"누가 그랬어요?","0"
"주로 혼날 땐 어떻게 혼나요?","0"
"한 달에 몇 번 정도 그랬어?","0"
"얼마나 자주 그런가요?","0"
"그 아저씨에게 어느 부위를 무엇으로 맞았어요?","0"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"인터넷이나 휴대폰을 가지고 노는 시간은 하루에 몇 시간 정도인가요?","0"
"너는 잘못한거 없어? 솔직하게","1"
"부모님이 바빠서 너에게 밥을 잘 안챙겨주시지? 그런일이 일주일에 몇번이나 있어?","1"
"주위 어른들 중 나를 때린 적이 있는 사람이 있나요?","0"
"그러면 그렇게 해달라고 한 사람이 있어요?","0"
"학교나 학원 끝나고 집에 가면 항상 누가 있나요?","0"
"별로 힘들거나 그렇지는 않지?","1"
"너는 그런 일이 일어날 때 기분이 나쁘지?","1"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"너는 아마 그 상황에서 슬프거나 화가 났을꺼야 맞지?","1"
"그 사람이 다가왔을 때 왜 부모님께 바로 말하지 않았는지 생각해봤니?","1"
"너가 그 사람을 자주 만나니까 그런 일이 생긴거 같은데","1"
"얼마나 나빴는지는 잊어버리는 게 낫지 않아?","1"
"다른 사람 앞에서 혼난 적 있어?","0"
"어른들 말은 왜 안들었어? 솔직하게","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"깨끗하지 않은 옷이나 안 맞는 옷을 입고 다닌 적 있어?","0"
"어른들이 나를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나오게 한 적이 있나요?","0"
"누가 그랬어?","0"
"인터넷이나 휴대폰을 가지고 노는 시간은 하루에 몇 시간 정도인가요?","0"
"몇 번이나 그런일이 있었는지 솔직하게 대답해 매우 중요한거야","1"
"너가 처음부터 잘 했으면 어른들이 화내지 않았을 꺼야","1"
"집에 누가 있는지 정확히 말해, 책임자가 누군지 알아야 해","1"
"다 잊으면 괜찮아지지 않을까?","1"
"그때는 별로 신경 안 썼던 거 아니야?","1"
"누가 때렸어? 그게 누군지 솔직히 대답해","1"
"어디를 무엇으로 맞았어?","0"
"한 달에 몇 번 정도 그런 일이 있어?","0"
"가족 중에 누군가가 밥이나 잠 같은 기본적인 걸 잘 챙겨주지 않는다고 느낀 적 있어?","1"
"한 달에 몇 번 정도 그랬어?","0"
"마음이 힘들 때, 가족에게 내 마음을 이야기하나요?","0"
"깨끗한 옷을 왜 안입었는지 설명해봐","1"
"그런 일이 있어도 괜찮았지 않았어?","1"
"지금 사실대로 말하지 않으면 더 큰 문제가 될 수 있어","1"
"기분 나빴던 일 중 하나였겠지, 그땐 어떻게 했어?","1"
"그러면 그렇게 해달라고 한 사람이 있어요?","0"
"배가 고픈데 먹을 게 없어서 굶은 적이 있나요?","0"
"부모님이나 선생님 때문에 기분이 안 좋아진 적이 있나요?","0"
"너가 잘 못한건 아닐꺼야","1"
"몇 번 그런 일이 있었는지 지금 말해","1"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"실제로 있었던 일 아니고 그냥 기분 나빴던 거지?","1"
"언제 어디서 어떻게 혼났는지 말해봐","1"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"어디가 어떻게 아프지? 지금 말해","1"
"마지막으로 밥 못 먹은 게 언제였는지 정확하고 빨리 말해","1"
"얼마나 자주 그런가요?","0"
"배가 고픈데 먹을 게 없어서 굶은 적이 있나요?","0"
"어디를 무엇으로 맞았어?","0"
"그 사람이 너를 무섭게 했지만 이제는 아무런 일도 없던 것 처럼 지내고 싶은거야?","1"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"그런 사진이나 동영상을 찍어서 보내주면 돈을 주겠다고 한 사람은 있어?","0"
"얼마나 다쳤어?","0"
"빨래가 되어 있지 않아서 더럽고 냄새나는 옷을 입어야 한 적이 있나요?","0"
"너가 말을 잘 안들어서 그렇게 됐겠지","1"
"그럴 때 부모님은 어떻게 했는지 말해줄 수 있어?","1"
"온라인이나 휴대폰에서 알게 된 사람을 실제로 만나본 적 있어?","0"
"어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?","0"
"어른들 때문에 마음이 무너진 적이 있었니?","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"다섯 번 중에 몇 번 정도 오시는 것 같아?","0"
"그 사람이 너를 아프게 만든적은 없지? 잘 생각해봐","1"
"학교나 학원 끝나고 집에 가면 항상 누가 있나요?","0"
"일주일에 몇 번 정도 그런 일이 있어?","0"
"부모님이 너랑 친구를 비교하며 혼낸적이 있으면 지금 말해봐","1"
"그 일이 그렇게 심각했어?","1"
"어떻게 혼내셔? 혼낼 때 때리기도 하셔?","0"
"가족에 대해 솔직하게 말해 솔직한게 좋은거아냐?","1"
"다른 사람 앞에서 혼난 적 있어?","0"
"엄마 아빠의 말이나 행동이 너한테 어떤 영향을 주는 것 같아?","1"
"너가 잘못한게 있으니까 그런 일이 생긴거 같은데?","1"
"옷이나 신발 사이즈가 작은 걸 입거나 신고 다닌 적이 있나요?","0"
"너는 항상 기분이 좋잖아 그렇지?","1"
"그렇게 자주 때리시나요?","0"
"인터넷에서 있었던 일이 네 기분이나 마음에 어떤 영향을 줬다고 생각해?","1"
"소중한 부위에 상처가 나거나 다쳐서 병원에 간 적이 있나요?","0"
"너의 감정을 깊이 생각해 본 적 있니?","1"
"부모님이 너를 혼낼 때 어떤 방식으로 하시는지 어떻게 생각해?","1"
"집에서 주로 나를 돌봐주는 어른은 누구인가요?","0"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"왜 그렇게 했어요?","0"
"무엇으로 맞았나요?","0"
"그런 사진이나 동영상을 찍어서 보내주면 돈을 주겠다고 한 사람은 있어?","0"
"혼자 집에 있을 때, 엄마 아빠가 왜 바쁜지 너는 잘 알고 있어?","1"
"어디 아픈 곳이 있는데 어른들이 병원에 데려가지 않은 적이 있나요?","0"
"어른들이 나를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나오게 한 적이 있나요?","0"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"그런 일이 자주 있나요?","0"
"내가 원하지 않는데도 누군가가 내 몸을 만지거나 보여달라고 한 적 있어요?","0"
"그때 어떤 감정이 들었는지 생각해봤니?","1"
"최근에 나를 때린 어른은 누구인가요? 누가 그랬어요?","0"
"학교나 학원 끝나고 집에 가면 항상 누가 있나요?","0"
"그렇게 심각하게 느낀 이유가 있어?","1"
"왜 맨날 그런 옷 입고 다니는지 지금  말해봐","1"
"너가 말을 안들으니까 어른이 때린거 아냐?","1"
"이런 일이 자주 있었어?","0"
"누가 너를 때렸는지 꼭 알아야 하니까 말해줘","1"
"어른들 때문에 자신감이 떨어진다고 느낀 적 있어?","1"
"너가 잘못한일이 있어서 그것 때문에 그런 일을 경험하게 된거 같아","1"
"다른 사람 앞에서 혼난 적 있어?","0"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"그 사람이 놀린걸 장난이라고 생각하고 그냥 웃어 넘겼지?","1"
"누가 너한테 그렇게 했는지 당장 말해","1"
"그런 사진이나 동영상을 찍어서 보내주면 돈을 주겠다고 한 사람은 있어?","0"
"그냥 잊어버리면 되는 일이잖아?","1"
"병원에 입원한 적도 있어?","0"
"어떻게 만졌어?","0"
"부모님이 너한테 필요한 거 다 안 해주셨던 거 맞지?","1"
"다른 사람 앞에서 혼난 적 있어?","0"
"그런 건 시간 지나면 괜찮아지지 않아?","1"
"깨끗하지 않은 옷이나 안 맞는 옷을 입고 다닌 적 있어?","0"
"부모님이 학교 행사에 안 오신게 너가 학교 생활을 할 때 친구들 사이에서 너의 위치에 영향을 미친다고 생각해?","1"
"그렇게 자주 때리시나요?","0"
"그 일이 진짜 그렇게 나쁜 일이었어?","1"
"너가 잘못을 했으니 할머니가 그렇게 하셨겠지","1"
"어떻게 혼내셔? 혼낼 때 때리기도 하셔?","0"
"조금 불편했던 거지 진짜 힘들진 않았잖아?","1"
"너는 아무런 일도 없었다고 생각하는거 같아","1"
"맞았을 때 그냥 참을 수 있었지?","1"
"왜 항상 그런 옷 입고 다니는지 내가 묻는 대로 대답해봐","1"
"너는 왜 더 많은 책임을 못 맡는다고 생각해?","1"
"너가 잘못을 하니까 어른들이 너를 때리지","1"
"깨끗하지 않은 옷이나 안 맞는 옷을 입고 다닌 적 있어?","0"
"기분 나빴던 하루였던 거잖아?","1"
"집에 아무도 없을 때, 네가 혼자서 시간 잘 보내고 필요한 걸 챙길 수 있을까?","1"
"누가 그랬어?","0"
"어른들이 나를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나오게 한 적이 있나요?","0"
"내가 원하지 않는데도 누군가가 내 몸을 만지거나 보여달라고 한 적 있어요?","0"
"별거 아닐 수도 있는데 왜 아직 기억하고 있어?","1"
"부모님이나 선생님 때문에 기분이 안 좋아진 적이 있나요?","0"
"온라인이나 휴대폰에서 알게 된 사람을 실제로 만나본 적 있어?","0"
"어른들한테 혼날 때 보통 누구한테 혼나는 편이야?","0"
"집에 혼자 있을 때 혼자 밥을 먹어야 했을 텐데 그럴 때 어떻게 했어? 혼자 먹었어?","1"
"누가 그랬나요? 몇 살 정도 되어 보였나요?","0"
"너는 그 상황에서 별로 아프지 않았잖아","1"
"너가 이상한 사진을 누군가에게 보내면 부모님이 어떻게 생각하실까?","1"
"너는 왜 그렇게 행동하니? 이유가 뭐야?","1"
"어른들이 나를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나오게 한 적이 있나요?","0"
"너가 집안인을 돕지 않아서 집이 엉망이 된거 아냐?","1"
"누가 나의 소중한 부위를 만지거나 아프게 한 적이 있나요?","0"
"어디를 어떻게 아프게 했어?","0"
"맞은 것 때문에 다치거나 병원에 가서 치료받은 적이 있나요?","0"
"일주일에 몇 번 정도 그런 일이 있어?","0"
"내가 싫다는 데도 계속해서 연락하거나 따라다니는 사람이 있나요?","0"
"누가 나의 소중한 부위를 만지거나 아프게 한 적이 있나요?","0"
"장난이라 생각하고 그냥 넘겼어도 됐잖아?","1"
"누가 나의 소중한 부위를 만지거나 아프게 한 적이 있나요?","0"
"부모님이 그 행동 허락 안 하셨을 텐데 왜 계속 그러는 거야?","1"
"기분이 안 좋은 날이었을 뿐이지 않았어?","1"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"왜 그날 그냥 넘어갔어? 이유가 뭐야?","1"
"최근에 나를 때린 어른은 누구인가요? 누가 그랬어요?","0"
"누가 그랬나요? 몇 살 정도 되어 보였나요?","0"
"누가 그랬어요?","0"
"왜 지금까지 부모님께 옷이나 신발 사달라고 안 했는지 빨리 말해봐","1"
"그 사람 너한테 나쁜 짓은 안 했을꺼야","1"
"너는 다른 사람이 너에게 어떻게 했는지 잘 이해 못 하지?","1"
"한 달에 몇 번 정도 그랬어?","0"
"내가 원하지 않는데도 누군가가 내 몸을 만지거나 보여달라고 한 적 있어요?","0"
"배가 고픈데 먹을 게 없어서 굶은 적이 있나요?","0"
"어떻게 맞았어? 숨기지말고 말해","1"
"지금은 다 지나간 일이니까 별로 중요하진 않지 않아?","1"
"네 마음 상태와 가족 분위기를 어떻게 설명할 수 있을까?","1"
"부모님의 의도와 네 감정이 어떻게 달랐는지 생각해봤어?","1"
"그런 일이 네 마음속에 어떤 생각이나 감정을 만들었는지 말할 수 있을까?","1"
"어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?","0"
"내가 원하지 않는데도 누군가가 내 몸을 만지거나 보여달라고 한 적 있어요?","0"
"내가 원하지 않는데도 누군가가 내 몸을 만지거나 보여달라고 한 적 있어요?","0"
"누가 널 만진일이 있다면 누가 그런건지 말해","1"
"엄마가 항상 바쁘니가 너를 신경 못 쓰느는구나 그 때 슬퍼서 어떻게 했어?","1"
"네가 한 일 다 말해봐, 어른들은 다 알고 있어","1"
"너가 그렇게 행동하고 말하니까 친구가 화를 내는거 같은데?","1"
"너를 때린 어른이 누군지 빨리 밝혀야해 그게 누구야?","1"
"빨래가 되어 있지 않아서 더럽고 냄새나는 옷을 입어야 한 적이 있나요?","0"
"어떻게 했어요?","0"
"너는 왜 그런 기분이 들었는지 명확하고 누구나 이해할 수 있도록 설명할 수 있어?","1"
"부모님의 행동이 너의 마음에 어떤 영향을 줬다고 생각하니?","1"
"주위 어른들 중 나를 때린 적이 있는 사람이 있나요?","0"
"네가 그 사람을 화나게 만들어서 그런일이 생긴거 같은데?","1"
"그 일 정말 나쁜 일이라고 생각해?","1"
"주위 어른들 중 나를 때린 적이 있는 사람이 있나요?","0"
"너는 왜 그 상황에서 도망가거나 회피하지 않은 이유가 뭐야?","1"
"온라인이나 휴대폰에서 알게 된 사람을 실제로 만나본 적 있어?","0"
"장난이었을 수도 있는데 너무 예민하게 반응한 거 아니야?","1"
"온라인이나 휴대폰에서 알게 된 사람을 실제로 만나본 적 있어?","0"
"누가 너를 때렸는지 이름이 필요해 이름이 뭐야","1"
"집에 먹을 게 없을 땐 그냥 참았던 거 아니야?","1"
"피시방 같은 곳은 얼마나 자주 가?","0"
"어른 말을 잘 들어야지 평소에 집에 몇시에 들어가?","1"
"장난이었을 수도 있는데 왜 그렇게 심각하게 생각해?","1"
"그냥 장난으로 때린 거 아닐까?","1"
"내가 무엇을 하려고 하면 무조건 안 된다고 하거나 하기 싫은데도 무조건 하라고 할 때가 있나요?","0"
"배가 고픈데 먹을 게 없어서 굶은 적이 있나요?","0"
"별로 안 아프지 않았어?","1"
"부모님이 말해준 적 없이 그냥 무관심하다고 느껴지는 경우가 있었니?","1"
"어디 아픈 곳이 있는데 어른들이 병원에 데려가지 않은 적이 있나요?","0"
"한 달에 몇 번 정도 그런 일이 있어?","0"
"한 달에 몇 번 정도 그랬어?","0"
"밥 못 먹은 날엔 친구네 가서 해결하면 되는 거 아니야?","1"
"너느 뭘 잘못했길래 그런 일을 당하고 있어?","1"
"누가 너보고 인터넷 줄이라고 했어?","1"
"어떤 부분 때문에 친구의 기분이 안 좋아졌어?","0"
"때릴 때 진짜 아프다고 느꼈어?","1"
"주로 혼날 땐 어떻게 혼나요?","0"
"너는 학교 행사에 어른들이 항상 안오시잖아 그 때 속상해? 아니면 아무렇지도 않아?","1"
"누가 그랬어?","0"
"솔직하게 말해야지 가족을 어떻게 생각해?","1"
"장난이었겠지? 기분은 별로 중요하지 않을 수도 있어","1"
"어른이 너를 불편하게 하거나 이상한 행동을 했던 적이 있어? 그때 기분은 어땠니?","1"
"너가 집에 늦게 들어오니까 배고픈거 아냐?","1"
"그냥 기분 나쁜 일이었을 뿐이잖아, 맞지?","1"
"최근에 나를 때린 어른은 누구인가요? 누가 그랬어요?","0"
"너가 집안일을 돕지 않아서 부모님이 시간이 없은거 아닐까?","1"
"그게 그렇게 아픈 일이었어?","1"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"어떻게 했어요?","0"
"너가 뭔가 잘못했으니까 그런 일이 생긴걸로 보여","1"
"어떻게 만졌어?","0"
"부모님이 때린거 별로 아프지도 않고 무섭지도 않았지?","1"
"지금 까지 몇 번이나 그런일이 있었는지 대답해","1"
"얼마나 자주 그런가요?","0"
"빨래가 되어 있지 않아서 더럽고 냄새나는 옷을 입어야 한 적이 있나요?","0"
"누가 그랬어?","0"
"얼마나 자주 그런가요?","0"
"너는 무슨 행동을 했길래 어른들을 그렇게 화나게 만들었어?","1"
"남들 앞에서 혼나거나 다른 아이들과 비교당할 때 있어?","0"
"때리시는 이유가 뭐라고 생각해?","0"
"어떻게 했어요?","0"
"저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있나요?","0"
"그냥 다친 거라서 금방 괜찮아졌지 않았어?","1"
"집에서 그런 일이 있을 때 어른들이 뭐라고 했는지 말해봐","1"
"누가 그랬어?","0"
"어른들이 너를 무시하거나 덜 소중하게 대하는 것 같을 때가 있었니?","1"
"배고팠던 적도 있었지만 참을 수 있었지?","1"
"왜 부모님이 그런 말을 했는지 이해할 수 있어?","1"
"어떻게 만졌어?","0"
"너를 때리는건 잘못된 일이니까 그런 일은 일어 났을리가 없어","1"
"그런 사진이나 동영상을 찍어서 보내주면 돈을 주겠다고 한 사람은 있어?","0"
"어른들이 다른 아이들이랑 비교할 때 있어?","0"
"다른 사람 앞에서 혼난 적 있어?","0"
"이런 일이 자주 있었어?","0"
"어떤 물건으로 맞았는지 솔직히 말해","1"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"아무도 너를 때린적 없잖아 너의 착각이지?","1"
"조금 아팠지만 금방 괜찮아졌던 거 아니야?","1"
"그게 정말 큰일이었어?","1"
"다른 사람 앞에서 혼난 적 있어?","0"
"어른들 때문에 기분이 많이 나빴던 적 있어?","1"
"때리시는 이유가 뭐라고 생각해?","0"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"너는 뭘 잘못했길래 그런일이 생겼다고 생각해?","1"
"부모님이 돈이 없어서 필요한 걸 못 사줘서 불편했던 적 있어?","1"
"너무 많이 한다고 어른들이 뭐라고 안 하시나요?","0"
"부모님이나 선생님 때문에 기분이 안 좋아진 적이 있나요?","0"
"부모님이나 선생님 때문에 기분이 안 좋아진 적이 있나요?","0"
"누가 그런 행동을 했는지 말해, 내가 알아야 해","1"
"집에서 주로 나를 돌봐주는 어른은 누구인가요?","0"
"왜 그렇게 했어요?","0"
"정확히 무슨 일이 있었는지 지금 말해","1"
"솔직히 말해 몇 번이나 그런일이 있었어?","1"
"인터넷이나 휴대폰을 통해 성적인 목적으로 나의 신체 부위를 사진이나 영상을 찍어 누구에게 보내거나 올린 적이 있나요?","0"
"누가 이런 말하라고 시킨건 아니지? 솔직히 대답해야해","1"
"어느 부위를 무엇으로 맞았나요?","0"
"그냥 그런 일은 익숙해지면 되는 거 아니야?","1"
"저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있나요?","0"
"누가 그런 일을 시킨건지 빨리 말해","1"
"마음이 힘들 때, 가족에게 내 마음을 이야기하나요?","0"
"누가 그랬어?","0"
"네가 잘못한일이 있으니까 그런일이 생긴거라고 생각한적 있어?","1"
"피시방 같은 곳은 얼마나 자주 가?","0"
"내가 무엇을 하려고 하면 무조건 안 된다고 하거나 하기 싫은데도 무조건 하라고 할 때가 있나요?","0"
"부모님이 너를 혼내실 때는 너가 잘 못한게 있으니까 그랬을 꺼야","1"
"주위 어른들 중 나를 때린 적이 있는 사람이 있나요?","0"
"부모님이 바빠도 그냥 조금 불편한 거지 큰 문제는 아니지 않아?","1"
"너를 때린 어른은 대체 누구니?","1"
"배가 고픈데 먹을 게 없어서 굶은 적이 있나요?","0"
"부모님 때문에 기분이 나빴다고? 왜 그랬어?","1"
